TH2CAWOT347M,TIME HOMME,남성,아우터,재킷,캐시미어 블렌드 모크넥 재킷,980000,"목을 살짝 감싸주는 모크넥 디자인과 고급스러운 울과 캐시미어 혼방 소재를 사용하여 보온성을 높여준 재킷입니다. 어깨 라인을 따라 여유롭게 떨어지는 실루엣이 돋보이며, 간결한 디자인과 세련된 컬러감으로 어디에나 두루 매치하기 좋아 높은 활용도를 자랑합니다.","- 피팅 정보 : 186cm, 100 사이즈 모델이 105 사이즈 착용",의류,"겉감 양모 90%, 캐시미어 10%, 안감 레이온 100%(DG,GK)","GK(GREY KHAKI), DG(DARK GREY)","100, 95, 105",한국,(주)한섬,202209
MM2C9WJC203M,CLUB MONACO,남성,아우터,재킷,울 블렌드 하운드투스 재킷,558000,"F/W 시즌 무드가 느껴지는 컬러감과 섬세한 하운드투스 체크 패턴이 어우러져 고급스러운 분위기를 연출하는 재킷입니다. 간결한 싱글 브레스티드 디자인과 투 버튼 여밈으로 유행을 타지 않아 오래 두고 입기 좋으며, 어깨 내부에 패드가 없고 여유로운 허리 라인으로 캐주얼하게도 스타일링하기 좋은 아이템입니다.","- 피팅 정보 : 185cm, 100 사이즈 모델이 42 사이즈 착용",의류,겉감 NL,"DE(SAND BEIGE), NY(NAVY)","42, 40, 38, 44",한국,(주)한섬,202208
SH2C9NJM343N,SYSTEM HOMME,남성,아우터,재킷,[NEW PREP] 백 자수 데님 재킷,420000,"캐주얼한 매력이 느껴지는 데님 소재와 여유로운 오버사이즈 실루엣을 결합시켜 스타일리시하면서도 편안함이 공존하는 재킷입니다. 뒷면에 큼직한 시그니쳐 레터링 자수를 블록하여 아이덴티티가 돋보이며, 배색 스티치 라인을 더해 데님 소재만의 섬세한 디테일 포인트를 주었습니다.","- 피팅 정보 : 182cm, 100 사이즈 모델이 100 사이즈 착용",의류,겉감 CT,BK(BLACK),"105, 100, 95",한국,(주)한섬,202209
SH2C9NJM343NM,SYSTEM HOMME,남성,아우터,재킷,[NEW PREP] 백 자수 데님 재킷,420000,"캐주얼한 매력이 느껴지는 데님 소재와 여유로운 오버사이즈 실루엣을 결합시켜 스타일리시하면서도 편안함이 공존하는 재킷입니다. 뒷면에 큼직한 시그니쳐 레터링 자수를 블록하여 아이덴티티가 돋보이며, 배색 스티치 라인을 더해 데님 소재만의 섬세한 디테일 포인트를 주었습니다.","- 피팅 정보 : 182cm, 100 사이즈 모델이 100 사이즈 착용",의류,겉감 CT,BL(BLUE),"105, 100, 95",한국,(주)한섬,202209
MM2C9LOT212M,CLUB MONACO,남성,아우터,재킷,램스킨 무스탕 재킷,2580000,"포근한 분위기를 자아내는 퍼 텍스처의 칼라와 퍼 안감을 더해 계절감을 물씬 느끼게 해주는 무스탕 재킷입니다. 겉면에는 부드럽고 유연한 양가죽 소재를 사용하여 한층 높은 퀄리티로 완성하였으며, 소재만으로도 고급스럽고 세련된 무드를 선사합니다.","- 피팅 정보 : 185cm, 100 사이즈 모델이 M 사이즈 착용",의류,겉감 ZR,BK(BLACK),"L, M",한국,(주)한섬,202206
TH2C9WJC204M,TIME HOMME,남성,아우터,재킷,알파카 블렌드 체크 재킷,1180000,"클래식한 체크 패턴이 어우러진 텍스처가 눈길을 사로잡는 싱글 브레스티드 디자인의 재킷입니다. 유독 부드러운 터치감을 선사하는 알파카와 울 혼방 소재를 사용하여 높은 퀄리티를 자랑하며, 다양한 룩에 포인트 아이템으로 연출하기에도 좋습니다.","- 피팅 정보 : 185cm, 100 사이즈 모델이 105 사이즈 착용",의류,겉감 AP,SW(Sepia Brown),"95, 105, 110, 100",한국,(주)한섬,202206
TH2C8WOT317M,TIME HOMME,남성,아우터,재킷,후드 블록 점퍼,930000,"넥라인 안으로 후드를 접어 넣을 수 있어 날씨와 룩에 따라 연출할 수 있는 실용적인 디자인의 점퍼입니다. 부분적으로 플랩을 더해 디테일을 섬세하게 완성하였으며, 어떤 스타일에도 가볍게 걸치기 좋은 아이템입니다.","- 피팅 정보 : 185cm, 100 사이즈 모델이 105 사이즈 착용",의류,겉감 NL,"BG(BEIGE), DK(DARK KHAKI)","100, 105, 110, 95",한국,(주)한섬,202208
HS2C9WJC010MPO,FOURM MEN'S LOUNGE,남성,아우터,재킷,코듀로이 재킷,335000,"비비드한 컬러감이 눈길을 사로잡는 재킷으로 100% 면 소재를 사용하여 탄탄한 아웃핏을 선사합니다. 코듀로이 텍스처가 F/W 시즌 무드를 물씬 느끼게해주며, 간결한 디자인으로 다양한 룩에 포인트 아이템으로 연출하기 좋습니다.","- POP TRADING COMPANY는 2013년 암스테르담에서 시작한 스케이트 숍으로 스케이트 문화와 현대적인 스타일의 의류를 결합한 제품을 선보입니다.
- 피팅 정보 : 187cm, 100 사이즈 모델이 100 사이즈 착용",의류,겉감 면 100%(OG),OG(ORANGE),"100, 105",중국,POP TRADING COMPANY,202207
SH2C9WJCT03M,SYSTEM HOMME,남성,아우터,재킷,[PARIS] 울 멜란지 재킷,540000,"여러가지 컬러가 믹스된 멜란지 원단이 눈길을 끌며, 포근한 무드의 100% 울 소재가 계절감을 물씬 드러내는 재킷입니다. 군더더기 없이 간결한 디자인이 미니멀한 매력을 자아내며, 다양한 룩과 데일리하게 연출하기 좋은 아이템입니다.","- 피팅 정보 : 187cm, 100 사이즈 모델이 100 사이즈 착용",의류,겉감 WO,DG(DARK GREY),"105, 110, 100, 95",한국,(주)한섬,202207
SH2C9WOTT04M,SYSTEM HOMME,남성,아우터,재킷,[PARIS] 울 블렌드 텍스처 블록 재킷,880000,"어깨에 레더 텍스처를 블록하고 가슴 한쪽에 지퍼 포켓을 더해 시스템만의 믹스매치 스타일을 선보이는 재킷입니다. 앞면에 히든 버튼으로 디자인을 깔끔하게 완성했으며, 여유로운 오버사이즈 핏이 트렌디한 무드를 자아냅니다. 차분한 컬러감으로 다양한 룩과 스타일리시하게 연출하기 좋은 아이템입니다.","- 피팅 정보 : 187cm, 100 사이즈 모델이 100 사이즈 착용",의류,겉감 NL,DN(DARK NAVY),"95, 100, 105",한국,(주)한섬,202207
